name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
Elm Street School,,Education & Civic,School,K-12 School,,41.6316066,-79.6840854,59,130,246,357284523,node,,school,,,,,openstreetmap
Emerson School,,Education & Civic,School,K-12 School,,41.8831116,-79.8556077,59,130,246,357331247,node,,school,,,,,openstreetmap
Erie County Technical School,"8500, Oliver Road, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0300099,-80.0952575,59,130,246,824715923,way,,school,,,,,openstreetmap
Erie Day School,"1372, West 6th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,,42.1202834,-80.1158794,59,130,246,832278583,way,,school,,,,,openstreetmap
Erie High School,"3325, Cherry Street, Erie, PA, 16508",Education & Civic,School,K-12 School,,42.1022995,-80.0812038,59,130,246,828184099,way,,school,,,,,openstreetmap
Erie Institute of Technology,"940, Millcreek Mall Boulevard, Erie, PA, 16565",Education & Civic,School,K-12 School,,42.0716378,-80.1008643,59,130,246,9777554330,node,,school,,,,,openstreetmap
Erie Insurance Technical Learning Center,"123, East 7th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,,42.1290553,-80.0821305,59,130,246,9410313056,node,,school,,,,,openstreetmap
Erie Preparatory Academy,"8155, Oliver Road, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0449301,-80.081136,59,130,246,988861720,way,,school,,,,,openstreetmap
Erie Test Center,"155, West 8th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,,42.126078,-80.0872427,59,130,246,8412167260,node,,school,,,,,openstreetmap
Fairview Elementary School,"5145, Avonia Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,,42.0239877,-80.247295,59,130,246,852775728,way,,school,,,,,openstreetmap
Fairview High School,"7466, McCray Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,,42.0216796,-80.2456414,59,130,246,852786990,way,,school,,,,,openstreetmap
Fairview Middle School,"4967, Avonia Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,,42.0256965,-80.2486032,59,130,246,852745769,way,,school,,,,,openstreetmap
Faith Builders Educational Programs,"28527, Guys Mills Road, Guys Mills, PA, 16327",Education & Civic,School,K-12 School,,41.6324748,-79.9739616,59,130,246,280925605,way,,school,,,https://www.fbep.org,+1 814-789-4518,openstreetmap
First District Elementary School,,Education & Civic,School,K-12 School,,41.6431266,-80.148088,59,130,246,357365701,node,,school,,,,,openstreetmap
Fort LeBoeuf High School,"931, North High Street, Waterford, PA, 16441",Education & Civic,School,K-12 School,,41.9521664,-79.9881403,59,130,246,866398494,way,,school,,,,,openstreetmap
Fort LeBoeuf Middle School,"865, Cherry Street, Waterford, PA, 16441",Education & Civic,School,K-12 School,,41.9495587,-79.9855386,59,130,246,866399257,way,,school,,,,,openstreetmap
Fortis Institute,"5757, West Ridge Road, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0604351,-80.2042729,59,130,246,8321600281,node,,school,,,,,openstreetmap
French Creek Valley Christian School and Day Care,,Education & Civic,School,K-12 School,,41.7259043,-80.1462389,59,130,246,357362570,node,,school,,,,,openstreetmap
Gamble School,,Education & Civic,School,K-12 School,,41.5375537,-80.4317349,59,130,246,357347281,node,,school,,,,,openstreetmap
General McLane High School,"11761, Edinboro Road, Edinboro, PA, 16412",Education & Civic,School,K-12 School,,41.9166276,-80.1215062,59,130,246,839932443,way,,school,,,,,openstreetmap
Gibson School,,Education & Civic,School,K-12 School,,41.6808888,-80.1131137,59,130,246,357340832,node,,school,,,,,openstreetmap
Gibson School,,Education & Civic,School,K-12 School,,41.8583891,-80.1614468,59,130,246,357346393,node,,school,,,,,openstreetmap
Gilson Ridge School,,Education & Civic,School,K-12 School,,41.6761699,-79.7000523,59,130,246,357343015,node,,school,,,,,openstreetmap
Girard High School,"1135, Lake Street, Girard, PA, 16417",Education & Civic,School,K-12 School,,42.0080773,-80.3335918,59,130,246,876616423,way,,school,,,,,openstreetmap
Grandview Elementary School,"4301, Lancaster Road, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0714713,-80.133994,59,130,246,814752983,way,,school,,,,,openstreetmap
Great Lakes Institute Of Technology,"5100, Peach Street, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0794552,-80.0920024,59,130,246,836899651,way,,school,,,,,openstreetmap
Grover Cleveland Elementary School,"1540, West 38th Street, Erie, PA, 16508",Education & Civic,School,K-12 School,,42.0908766,-80.1003043,59,130,246,812874224,way,,school,,,,,openstreetmap
Grubb School,,Education & Civic,School,K-12 School,,41.7192226,-80.1225577,59,130,246,357341123,node,,school,,,,,openstreetmap
Harborcreek Junior/Senior High School,"6375, Buffalo Road, Harborcreek, PA, 16421",Education & Civic,School,K-12 School,,42.163052,-79.9539755,59,130,246,827929362,way,,school,,,https://www.hcsd.iu5.org/,,openstreetmap
Harding Elementary School,"820, Lincoln Avenue, Erie, PA, 16505",Education & Civic,School,K-12 School,,42.1123318,-80.1220337,59,130,246,825529109,way,,school,,,https://www.eriesd.org/harding,+1-814-874-6550,openstreetmap
Hatch School,,Education & Civic,School,K-12 School,,41.6586666,-80.0489461,59,130,246,357340817,node,,school,,,,,openstreetmap
Hatch School,,Education & Civic,School,K-12 School,,41.7239468,-79.8322756,59,130,246,357342489,node,,school,,,,,openstreetmap
Hatch School,,Education & Civic,School,K-12 School,,41.6611669,-79.9872782,59,130,246,357342901,node,,school,,,,,openstreetmap
Hays School,,Education & Civic,School,K-12 School,,41.8783897,-79.6836624,59,130,246,357331229,node,,school,,,,,openstreetmap
Heavenly Hands Early Learning Child Care Academy,"1001, West 21st Street, Erie, PA, 16502",Education & Civic,School,K-12 School,,42.1080856,-80.0971373,59,130,246,9853303236,node,,school,,,,,openstreetmap
Himebaugh School,,Education & Civic,School,K-12 School,,41.7731117,-80.1358908,59,130,246,357346435,node,,school,,,,,openstreetmap
Homan School,,Education & Civic,School,K-12 School,,41.7903339,-80.1303351,59,130,246,357346422,node,,school,,,,,openstreetmap
Horton School,,Education & Civic,School,K-12 School,,41.8675562,-79.8864415,59,130,246,357346230,node,,school,,,,,openstreetmap
Hotchkiss School,,Education & Civic,School,K-12 School,,41.7775559,-80.1667248,59,130,246,357346432,node,,school,,,,,openstreetmap
Huller School,,Education & Civic,School,K-12 School,,41.6292212,-80.2289501,59,130,246,357346345,node,,school,,,,,openstreetmap
Hydetown Elementary School,,Education & Civic,School,K-12 School,,41.6457053,-79.7191622,59,130,246,4610711741,node,,school,,,,,openstreetmap
Interior Design Department,"3928, Wayne Street, Erie, PA, 16546",Education & Civic,School,K-12 School,,42.1067971,-80.048751,59,130,246,8300695661,node,,school,,,,,openstreetmap
Intermediate Elementary School,"50, East Division Street, North East, PA, 16428",Education & Civic,School,K-12 School,,42.2212102,-79.8306337,59,130,246,865361934,way,,school,,,,,openstreetmap
Iroquois Elementary School,"4231, Morse Street, Erie, PA, 16511",Education & Civic,School,K-12 School,,42.1538877,-80.0122204,59,130,246,845130191,way,,school,,,,,openstreetmap
Iroquois Junior/Senior High School,"4301, Main Street, Erie, PA, 16511",Education & Civic,School,K-12 School,,42.1500384,-80.0093687,59,130,246,827727593,way,,school,,,,,openstreetmap
James S. Wilson Middle School,"901, West 54th Street, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0785223,-80.0757395,59,130,246,806572381,way,,school,,,https://jsw.mtsd.org/,,openstreetmap
James W. Parker Middle School,"11781, Edinboro Road, Edinboro, PA, 16412",Education & Civic,School,K-12 School,,41.915111,-80.1223854,59,130,246,839932661,way,,school,,,,,openstreetmap
Janet L. Miller Center for Growth & Academic Excellence,"5999, Station Road, North East, PA, 16428",Education & Civic,School,K-12 School,,42.1895792,-79.831946,59,130,246,8402401676,node,,school,,,,,openstreetmap
Jefferson Elementary School,"230, East 38th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,,42.1050034,-80.0632337,59,130,246,812931169,way,,school,,,,,openstreetmap
Jo Anna Connell Elementary School,"1820, East 38th Street, Erie, PA, 16510",Education & Civic,School,K-12 School,,42.117613,-80.0280048,59,130,246,810543437,way,,school,,,https://www.eriesd.org/connell,+18148746785,openstreetmap
Kiser School,,Education & Civic,School,K-12 School,,41.6014435,-80.0639474,59,130,246,357341451,node,,school,,,,,openstreetmap
Klein Elementary School,"5325, East Lake Road, Erie, PA, 16511",Education & Civic,School,K-12 School,,42.1701011,-79.9944094,59,130,246,813715472,way,,school,,,,,openstreetmap
Kreiter School,,Education & Civic,School,K-12 School,,41.6025544,-80.187283,59,130,246,357341317,node,,school,,,,,openstreetmap
Laird School,,Education & Civic,School,K-12 School,,41.5056089,-80.0939495,59,130,246,357341334,node,,school,,,,,openstreetmap
Lamb School,,Education & Civic,School,K-12 School,,41.6972795,-79.8903321,59,130,246,357342883,node,,school,,,,,openstreetmap
Lang School,,Education & Civic,School,K-12 School,,41.7445011,-80.0539447,59,130,246,357341168,node,,school,,,,,openstreetmap
Leadership Christian Academy,"5900, Sterrettania Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,,42.042496,-80.1750533,59,130,246,893356556,way,,school,,,,,openstreetmap
Lincoln Elementary School,"831, East 31st Street, Erie, PA, 16504",Education & Civic,School,K-12 School,,42.1143011,-80.0518176,59,130,246,846919967,way,,school,,,,,openstreetmap
Linesville Conneaut Summit High School,,Education & Civic,School,K-12 School,,41.6544504,-80.4167314,59,130,246,357362577,node,,school,,,,,openstreetmap
Luther Memorial Academy,"220, West 11th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,,42.123008,-80.0869787,59,130,246,1011261484,way,,school,,,,,openstreetmap
Macon School,,Education & Civic,School,K-12 School,,41.9153334,-80.0989448,59,130,246,357331146,node,,school,,,,,openstreetmap
Mallard School,,Education & Civic,School,K-12 School,,41.5708875,-80.0381141,59,130,246,357341410,node,,school,,,,,openstreetmap
Mallory School,,Education & Civic,School,K-12 School,,41.5225535,-80.1372833,59,130,246,357341224,node,,school,,,,,openstreetmap
Maplewood Elementary School,,Education & Civic,School,K-12 School,,41.6832787,-79.8933851,59,130,246,884252313,way,,school,,,,,openstreetmap
Martin School,,Education & Civic,School,K-12 School,,41.5619982,-80.4589579,59,130,246,357347274,node,,school,,,,,openstreetmap
McCullough School,,Education & Civic,School,K-12 School,,41.695056,-80.0514455,59,130,246,357341115,node,,school,,,,,openstreetmap
McDaniels School,,Education & Civic,School,K-12 School,,41.5672766,-79.9850577,59,130,246,357342688,node,,school,,,,,openstreetmap
McDowell Intermediate High School,"3320, Caughey Road, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0751698,-80.1510124,59,130,246,816531406,way,,school,,,,,openstreetmap
McDowell Senior High School,"3580, West 38th Street, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0729119,-80.1496058,59,130,246,816531835,way,,school,,,,,openstreetmap
McIntyre School,,Education & Civic,School,K-12 School,,41.5550539,-80.3153424,59,130,246,357347305,node,,school,,,,,openstreetmap
McKean Elementary School,"5120, West Road, McKean, PA, 16426",Education & Civic,School,K-12 School,,41.9979828,-80.1460895,59,130,246,824281496,way,,school,,,,,openstreetmap
McKinley Elementary School,"933, East 22nd Street, Erie, PA, 16503",Education & Civic,School,K-12 School,,42.1227516,-80.0540714,59,130,246,803479501,way,,school,,,,,openstreetmap
Meadville Area Middle School,,Education & Civic,School,K-12 School,,41.6346855,-80.1274557,59,130,246,1635426885,node,,school,,,,,openstreetmap
Meadville Area Senior High School,"930, North Street, Meadville, 16335",Education & Civic,School,K-12 School,,41.6347771,-80.1289481,59,130,246,357362598,node,,school,,,,,openstreetmap
Melvin School,,Education & Civic,School,K-12 School,,41.664502,-79.8361652,59,130,246,357342461,node,,school,,,,,openstreetmap
